edge-id,source,source-id,category,category-overarching,target-id,target
e1389,"Jean-Puget de la Serre, The secretary in fashion (1658)",b0171,with a letter to the reader by,preliminary content / preliminaries,p0420,Jean Puget de la Serre
e1263,"Jean-Puget de la Serre, The secretary in fashion (1658)",b0171,with a letter to the reader by,preliminary content / preliminaries,p0350,John Massinger
e1781,"Jean-Puget de la Serre, The secretary in fashion (1658)",b0171,with a letter to the reader by,preliminary content / preliminaries,p8116,unidentified writer (79)
e1391,"Jean-Puget de la Serre, The secretary in fashion (1658)",b0171,written by,authorship,p0420,Jean Puget de la Serre
e1803,"Jean-Puget de la Serre, The secretary in fashion (1658)",b0171,written by,authorship,p8134,unidentified writer (97)
e1332,"Johann Buxtorf, A short introduction to the Hebrew tongve (1655)",b0055,dedicated to,dedication,p0393,Help Fox
e1338,"Johann Buxtorf, A short introduction to the Hebrew tongve (1655)",b0055,printed by,the labor of printing,p0395,Roger Daniel
e1335,"Johann Buxtorf, A short introduction to the Hebrew tongve (1655)",b0055,translated by,authorship,p0394,John Davis
e1336,"Johann Buxtorf, A short introduction to the Hebrew tongve (1655)",b0055,with a letter to the reader by,preliminary content / preliminaries,p0394,John Davis
e0384,"Johann Buxtorf, A short introduction to the Hebrew tongve (1655)",b0055,written by,authorship,p0015,Johann Buxtorf
e0941,"John Arrowsmith, Theanthropos; or, God-man (1660)",b0016,printed for,the labor of printing,p0184,William Wilson
e1242,"John Arrowsmith, Theanthropos; or, God-man (1660)",b0016,with a letter to the reader by,preliminary content / preliminaries,p0342,John Arrowsmith
e1243,"John Arrowsmith, Theanthropos; or, God-man (1660)",b0016,written by,authorship,p0342,John Arrowsmith
e0795,"John Bird, Grovnds of grammer (1641)",b0037,printed by,the labor of printing,p0148,Leonard Lichfield
e0526,"John Bird, Grovnds of grammer (1641)",b0037,written by,authorship,p0053,John Bird
e0527,"John Borough, The soveraignty of the British seas proved by records, history, and the municipall lawes of this kingdome (1651)",b0048,with a letter to the reader by,preliminary content / preliminaries,p0054,John Borough
e0528,"John Borough, The soveraignty of the British seas proved by records, history, and the municipall lawes of this kingdome (1651)",b0048,written by,authorship,p0054,John Borough
e1478,"John Bulwer, Pathomyotamia, or, A dissection of the significative muscles of the affections of the minde (1649)",b0146,contains commendatory verses by,preliminary content / preliminaries,p0491,Thomas Diconfon.
e1731,"John Bulwer, Pathomyotamia, or, A dissection of the significative muscles of the affections of the minde (1649)",b0146,contains commendatory verses by,preliminary content / preliminaries,p8065,unidentified writer (28)
e1055,"John Bulwer, Pathomyotamia, or, A dissection of the significative muscles of the affections of the minde (1649)",b0146,dedicated to,dedication,p0243,Thomas Bulwer
e0931,"John Bulwer, Pathomyotamia, or, A dissection of the significative muscles of the affections of the minde (1649)",b0146,printed by,the labor of printing,p0184,William Wilson
e0888,"John Bulwer, Pathomyotamia, or, A dissection of the significative muscles of the affections of the minde (1649)",b0146,written by,authorship,p0169,John Bulwer
e1730,"John Bulwer, Philocophus, or, The deafe and dumbe mans friend  (1648)",b0145,contains commendatory verses by,preliminary content / preliminaries,p8064,unidentified writer (27)
e1048,"John Bulwer, Philocophus, or, The deafe and dumbe mans friend  (1648)",b0145,dedicated to,dedication,p0237,Edward Gostwick
e1049,"John Bulwer, Philocophus, or, The deafe and dumbe mans friend  (1648)",b0145,dedicated to,dedication,p0238,William Gostwick
e0806,"John Bulwer, Philocophus, or, The deafe and dumbe mans friend  (1648)",b0145,has a frontispiece engraved by,illustration,p0153,William Marshall
e0887,"John Bulwer, Philocophus, or, The deafe and dumbe mans friend  (1648)",b0145,written by,authorship,p0169,John Bulwer
e0531,"John Collop, Medici Catholicon (1655)",b0076,written by,authorship,p0055,John Collop
e0989,"John Collop, Poesis rediviva (1655)",b0075,dedicated to,dedication,p0209,Henry Pierrepont
e0530,"John Collop, Poesis rediviva (1655)",b0075,written by,authorship,p0055,John Collop
e0529,"John Cotgrave, The English treasury of wit and language (1655)",b0079,with a letter to the reader by,preliminary content / preliminaries,p0055,John Collop
e0532,"John Cotgrave, The English treasury of wit and language (1655)",b0079,written by,authorship,p0056,John Cotgrave
e1333,"John Davis, Psalmos theios, or a Divine psalme (1652)",b0091,contains commendatory verses by,preliminary content / preliminaries,p0394,John Davis
e1334,"John Davis, Psalmos theios, or a Divine psalme (1652)",b0091,dedicated to,dedication,p0394,John Davis
e1121,"John Davis, Psalmos theios, or a Divine psalme (1652)",b0091,sold by,the labor of printing,p0273,Andrew Kemb
e0910,"John Davis, Psalmos theios, or a Divine psalme (1652)",b0091,with an imprimatur by,the labor of printing,p0176,John Downham
e1337,"John Davis, Psalmos theios, or a Divine psalme (1652)",b0091,written by,authorship,p0394,John Davis
e1536,"John Dawson, XVIII choice sermons preached upon the incarnation and nativity of our Blessed Lord and Saviour Iesus Christ (1642)",b0351,printed by,the labor of printing,p0524,Thomas Badger
e0364,"John Dawson, XVIII choice sermons preached upon the incarnation and nativity of our Blessed Lord and Saviour Iesus Christ (1642)",b0351,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0907,"John Dawson, XVIII choice sermons preached upon the incarnation and nativity of our Blessed Lord and Saviour Iesus Christ (1642)",b0351,written by,authorship,p0174,John Dawson
e0536,"John Denham, Coopers hill (1653)",b0094,written by,authorship,p0057,John Denham
e1778,"John Denham, Coopers Hill (1655)",b0095,with a letter to the reader by,preliminary content / preliminaries,p8112,unidentified writer (75)
e0537,"John Denham, Coopers Hill (1655)",b0095,written by,authorship,p0057,John Denham
e0535,"John Denham, Coopers hill a poeme (1650)",b0093,written by,authorship,p0057,John Denham
e0891,"John Donne, Biathanatos (1648)",b0098,dedicated to,dedication,p0170,Philip Herbert
e1350,"John Donne, Biathanatos (1648)",b0098,with an imprimatur by,the labor of printing,p0405,John Rushworth
e0538,"John Donne, Biathanatos (1648)",b0098,written by,authorship,p0058,John Donne
e1040,"John Donne, Paradoxes, problemes, essayes, characters  (1652)",b0380,contains commendatory verses by,preliminary content / preliminaries,p0229,Ben Jonson
e1114,"John Donne, Paradoxes, problemes, essayes, characters  (1652)",b0380,printed by,the labor of printing,p0269,Thomas Newcomb
e1035,"John Donne, Paradoxes, problemes, essayes, characters  (1652)",b0380,translated by,authorship,p0227,Jasper Maine
e0542,"John Donne, Paradoxes, problemes, essayes, characters  (1652)",b0380,written by,authorship,p0058,John Donne
e1039,"John Donne, Paradoxes, problemes, essayes, characters (1652)",b0101,contains commendatory verses by,preliminary content / preliminaries,p0229,Ben Jonson
e1116,"John Donne, Paradoxes, problemes, essayes, characters (1652)",b0101,dedicated to,dedication,p0270,Francis Newport
e1106,"John Donne, Paradoxes, problemes, essayes, characters (1652)",b0101,printed by,the labor of printing,p0269,Thomas Newcomb
e1034,"John Donne, Paradoxes, problemes, essayes, characters (1652)",b0101,translated by,authorship,p0227,Jasper Maine
e0540,"John Donne, Paradoxes, problemes, essayes, characters (1652)",b0101,written by,authorship,p0058,John Donne
e1339,"John Donne, Six sermons upon severall occasions preached before the King (1634)",b0321,printed by,the labor of printing,p0395,Roger Daniel
e0903,"John Donne, Six sermons upon severall occasions preached before the King (1634)",b0321,sold by,the labor of printing,p0172,Nicholas Fussell
e0541,"John Donne, Six sermons upon severall occasions preached before the King (1634)",b0321,written by,authorship,p0058,John Donne
e0413,"John Fletcher, The elder brother a comedie (1650)",b0110,written by,authorship,p0028,Francis Beaumont
e0550,"John Fletcher, The elder brother a comedie (1650)",b0110,written by,authorship,p0059,John Fletcher
e0632,"John Fletcher, The elder brother a comedie (1650)",b0110,written by,authorship,p0094,Philip Massinger
e0414,"John Fletcher, The elder brother a comedie (1651)",b0111,written by,authorship,p0028,Francis Beaumont
e0551,"John Fletcher, The elder brother a comedie (1651)",b0111,written by,authorship,p0059,John Fletcher
e0633,"John Fletcher, The elder brother a comedie (1651)",b0111,written by,authorship,p0094,Philip Massinger
e0554,"John Fletcher, The tragedy of Thierry, King of France, and his brother Theodoret (1648)",b0376,written by,authorship,p0059,John Fletcher
e0412,"John Fletcher, The tragedy of Thierry, King of France, and his brother Theodoret (1649)",b0109,written by,authorship,p0028,Francis Beaumont
e0549,"John Fletcher, The tragedy of Thierry, King of France, and his brother Theodoret (1649)",b0109,written by,authorship,p0059,John Fletcher
e0631,"John Fletcher, The tragedy of Thierry, King of France, and his brother Theodoret (1649)",b0109,written by,authorship,p0094,Philip Massinger
e0988,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains commendatory verses by,preliminary content / preliminaries,p0208,Henry Harington
e1134,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains commendatory verses by,preliminary content / preliminaries,p0282,James Ramsey
e1475,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains commendatory verses by,preliminary content / preliminaries,p0488,Norreys Jephson
e0978,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains commendatory verses by,preliminary content / preliminaries,p0203,Richard Lovelace
e1725,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains commendatory verses by,preliminary content / preliminaries,p8059,unidentified writer (22)
e1137,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains dedicatory epistle by,preliminary content / preliminaries,p0284,John Lowin
e1273,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,contains dedicatory epistle by,preliminary content / preliminaries,p0358,Joseph Taylor
e0929,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,printed by,the labor of printing,p0184,William Wilson
e0415,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,written by,authorship,p0028,Francis Beaumont
e0552,"John Fletcher, The wild-goose chase a comedie (1652)",b0112,written by,authorship,p0059,John Fletcher
e0984,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0206,Alexander Brome
e1493,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0501,Dudley Posthumous Lovelace
e1494,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0502,Eldred Revet
e1511,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0514,John Redmayne
e1513,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0516,John Tatham
e1585,"John Gamble, Ayres and dialogues (1657)",b0362,contains commendatory verses by,preliminary content / preliminaries,p0551,Richard Lovelace
e0739,"John Gamble, Ayres and dialogues (1657)",b0362,dedicated to,dedication,p0132,Thomas Stanley
e1003,"John Gamble, Ayres and dialogues (1657)",b0362,has a frontispiece engraved by,illustration,p0211,Thomas Cross
e1602,"John Gamble, Ayres and dialogues (1657)",b0362,printed by,the labor of printing,p0568,William Godbid
e1505,"John Gamble, Ayres and dialogues (1657)",b0362,set to music by,music,p0510,John Gamble
e1506,"John Gamble, Ayres and dialogues (1657)",b0362,with a letter to the reader by,preliminary content / preliminaries,p0510,John Gamble
e0750,"John Gamble, Ayres and dialogues (1657)",b0362,written by,authorship,p0132,Thomas Stanley
e0469,"John Milton, Poems of Mr. John Milton (1645)",b0198,contains commendatory verses by,preliminary content / preliminaries,p0045,Henry Wotton
e1023,"John Milton, Poems of Mr. John Milton (1645)",b0198,dedicated to,dedication,p0220,John Lord Viscount Bracly
e0916,"John Milton, Poems of Mr. John Milton (1645)",b0198,printed by,the labor of printing,p0177,Ruth Raworth
e0455,"John Milton, Poems of Mr. John Milton (1645)",b0198,set to music by,music,p0043,Henry Lawes
e0358,"John Milton, Poems of Mr. John Milton (1645)",b0198,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0556,"John Milton, Poems of Mr. John Milton (1645)",b0198,written by,authorship,p0060,John Milton
e1399,"John Philipot, A perfect collection or cataloge of all knights batchelaurs made by King James since his coming to the crown of England (1660)",b0210,dedicated to,dedication,p0427,Edward Nicholas
e1685,"John Philipot, A perfect collection or cataloge of all knights batchelaurs made by King James since his coming to the crown of England (1660)",b0210,has a frontispiece engraved by,illustration,p8014,unidentified engraver (8)
e0557,"John Philipot, A perfect collection or cataloge of all knights batchelaurs made by King James since his coming to the crown of England (1660)",b0210,written by,authorship,p0061,John Philipot
e1772,"John Quarles, Gods love and mans unworthiness (1651)",b0228,contains verses on the frontispiece engraving by,preliminary content / preliminaries,p8106,unidentified writer (69)
e0398,"John Quarles, Gods love and mans unworthiness (1651)",b0228,dedicated to,dedication,p0025,Edward Benlowes
e1691,"John Quarles, Gods love and mans unworthiness (1651)",b0228,has a frontispiece engraved by,illustration,p8018,unidentified engraver (12)
